historia_id,historia_titulo,escena_id,escena_titulo,objetivo_escena,personajes,entorno,momento,encuadre,estilo_visual,prompt_es,prompt_en,negative_prompt,anclas_consistencia,ratio_sugerido,seed_sugerida,nota_dialogo
H2,La Luciérnaga y el Río,S04,La lección del reflejo,Introducir el aprendizaje central.,Lumi | El Río,Orilla del río,Continuo,Plano detalle al reflejo + plano medio,Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia.,"Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Escena S04 de 'La Luciérnaga y el Río'. El río refleja una luz suave y estable que marca una ruta sobre el agua. Personajes: Lumi, El Río. Objetivo visual: Introducir el aprendizaje central. Ubicación: Orilla del río. Momento: Continuo. Encuadre: Plano detalle al reflejo + plano medio. Mantener anclas de consistencia: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Scene S04 from 'La Luciérnaga y el Río'. El río refleja una luz suave y estable que marca una ruta sobre el agua. Characters: Lumi, El Río. Visual goal: Introducir el aprendizaje central. Location: Orilla del río. Time: Continuo. Shot: Plano detalle al reflejo + plano medio. Keep consistency anchors: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","estilo realista duro, terror, violencia, anatomía insecto grotesca, texto, ruido, fondo confuso, saturación extrema, expresiones agresivas","Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.",4:3,2202,“No necesitas más luz. Necesitas mejor dirección.”
H2,La Luciérnaga y el Río,S05,Modular la luz,Mostrar el cambio interno de Lumi.,Lumi,Orilla del río,Continuo,Primer plano expresivo,Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia.,"Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Escena S05 de 'La Luciérnaga y el Río'. Lumi prueba destellos más pequeños, rítmicos y constantes. Personajes: Lumi. Objetivo visual: Mostrar el cambio interno de Lumi. Ubicación: Orilla del río. Momento: Continuo. Encuadre: Primer plano expresivo. Mantener anclas de consistencia: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Scene S05 from 'La Luciérnaga y el Río'. Lumi prueba destellos más pequeños, rítmicos y constantes. Characters: Lumi. Visual goal: Mostrar el cambio interno de Lumi. Location: Orilla del río. Time: Continuo. Shot: Primer plano expresivo. Keep consistency anchors: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","estilo realista duro, terror, violencia, anatomía insecto grotesca, texto, ruido, fondo confuso, saturación extrema, expresiones agresivas","Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.",4:3,2202,“Puedo iluminar sin deslumbrar.”
H2,La Luciérnaga y el Río,S06,Guiar a otra luciérnaga,Aplicar el aprendizaje en una acción concreta.,Lumi | Grupo de luciérnagas,Sendero del bosque,Noche,Plano medio lateral,Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia.,"Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Escena S06 de 'La Luciérnaga y el Río'. Lumi encuentra a una luciérnaga desorientada y la acompaña con su luz regulada. Personajes: Lumi, Grupo de luciérnagas. Objetivo visual: Aplicar el aprendizaje en una acción concreta. Ubicación: Sendero del bosque. Momento: Noche. Encuadre: Plano medio lateral. Mantener anclas de consistencia: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Scene S06 from 'La Luciérnaga y el Río'. Lumi encuentra a una luciérnaga desorientada y la acompaña con su luz regulada. Characters: Lumi, Grupo de luciérnagas. Visual goal: Aplicar el aprendizaje en una acción concreta. Location: Sendero del bosque. Time: Noche. Shot: Plano medio lateral. Keep consistency anchors: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","estilo realista duro, terror, violencia, anatomía insecto grotesca, texto, ruido, fondo confuso, saturación extrema, expresiones agresivas","Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.",4:3,2202,"“Ven, yo te acompaño.”"
H2,La Luciérnaga y el Río,S07,El regreso del grupo,Reconciliar a Lumi con la comunidad.,Lumi | Grupo de luciérnagas,Sendero del bosque,Noche,Plano general coral,Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia.,"Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Escena S07 de 'La Luciérnaga y el Río'. Las demás luciérnagas vuelven y comienzan a coordinar sus destellos con ella. Personajes: Lumi, Grupo de luciérnagas. Objetivo visual: Reconciliar a Lumi con la comunidad. Ubicación: Sendero del bosque. Momento: Noche. Encuadre: Plano general coral. Mantener anclas de consistencia: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Scene S07 from 'La Luciérnaga y el Río'. Las demás luciérnagas vuelven y comienzan a coordinar sus destellos con ella. Characters: Lumi, Grupo de luciérnagas. Visual goal: Reconciliar a Lumi con la comunidad. Location: Sendero del bosque. Time: Noche. Shot: Plano general coral. Keep consistency anchors: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","estilo realista duro, terror, violencia, anatomía insecto grotesca, texto, ruido, fondo confuso, saturación extrema, expresiones agresivas","Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.",4:3,2202,“Así sí podemos ver juntas.”
H2,La Luciérnaga y el Río,S08,El camino iluminado,Cerrar con moraleja visual clara.,Lumi,Sendero principal,Noche al final,Gran plano general poético,Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia.,"Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Escena S08 de 'La Luciérnaga y el Río'. Muchas luces pequeñas forman un camino brillante y armónico hacia el bosque. Personajes: Lumi. Objetivo visual: Cerrar con moraleja visual clara. Ubicación: Sendero principal. Momento: Noche al final. Encuadre: Gran plano general poético. Mantener anclas de consistencia: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","Ilustración suave tipo cuento; paleta cálida; texturas acuarela; expresiones claras; composición limpia. Scene S08 from 'La Luciérnaga y el Río'. Muchas luces pequeñas forman un camino brillante y armónico hacia el bosque. Characters: Lumi. Visual goal: Cerrar con moraleja visual clara. Location: Sendero principal. Time: Noche al final. Shot: Gran plano general poético. Keep consistency anchors: Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.","estilo realista duro, terror, violencia, anatomía insecto grotesca, texto, ruido, fondo confuso, saturación extrema, expresiones agresivas","Lumi: luciérnaga ámbar dorada con bufanda-hoja verde, alas translúcidas, ojos grandes. Grupo: 2-3 luciérnagas cálidas. Río: reflejo sabio no literal.",4:3,2202,Narración: “La mejor luz es la que ayuda a todos a avanzar.”
H3,El Mapa del Viento,S01,El mapa despierta,Presentar el artefacto y el detonante de la aventura.,Nico | Sara,Plaza del pueblo,Tarde,Plano general con acción central,Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento.,"Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Escena S01 de 'El Mapa del Viento'. Una ráfaga abre el mapa en la plaza del pueblo y revela una ruta cambiante. Personajes: Nico, Sara. Objetivo visual: Presentar el artefacto y el detonante de la aventura. Ubicación: Plaza del pueblo. Momento: Tarde. Encuadre: Plano general con acción central. Mantener anclas de consistencia: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Scene S01 from 'El Mapa del Viento'. Una ráfaga abre el mapa en la plaza del pueblo y revela una ruta cambiante. Characters: Nico, Sara. Visual goal: Presentar el artefacto y el detonante de la aventura. Location: Plaza del pueblo. Time: Tarde. Shot: Plano general con acción central. Keep consistency anchors: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","violencia explícita, texto no solicitado, anatomía incorrecta, duplicaciones, desenfoque, iluminación plana, vestuario inconsistente, mapa genérico sin líneas mágicas","Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.",16:9,3303,Nico: “¿Viste eso? ¡Se movió solo!”
H3,El Mapa del Viento,S02,Hacia las colinas,Poner en marcha la travesía y mostrar el tono aventurero.,Nico | Sara,Camino de colinas,Tarde,Plano general en diagonal,Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento.,"Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Escena S02 de 'El Mapa del Viento'. Nico y Sara avanzan por un camino elevado mientras el mapa vuelve a cambiar. Personajes: Nico, Sara. Objetivo visual: Poner en marcha la travesía y mostrar el tono aventurero. Ubicación: Camino de colinas. Momento: Tarde. Encuadre: Plano general en diagonal. Mantener anclas de consistencia: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Scene S02 from 'El Mapa del Viento'. Nico y Sara avanzan por un camino elevado mientras el mapa vuelve a cambiar. Characters: Nico, Sara. Visual goal: Poner en marcha la travesía y mostrar el tono aventurero. Location: Camino de colinas. Time: Tarde. Shot: Plano general en diagonal. Keep consistency anchors: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","violencia explícita, texto no solicitado, anatomía incorrecta, duplicaciones, desenfoque, iluminación plana, vestuario inconsistente, mapa genérico sin líneas mágicas","Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.",16:9,3303,Sara: “No cambia al azar; responde a la dirección del viento.”
H3,El Mapa del Viento,S03,El puente viejo,Introducir el primer obstáculo con decisión táctica.,Nico | Sara,Puente viejo,Tarde avanzada,Plano medio / contrapicado suave,Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento.,"Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Escena S03 de 'El Mapa del Viento'. En un puente antiguo, el mapa señala un desvío seguro en lugar del camino directo. Personajes: Nico, Sara. Objetivo visual: Introducir el primer obstáculo con decisión táctica. Ubicación: Puente viejo. Momento: Tarde avanzada. Encuadre: Plano medio / contrapicado suave. Mantener anclas de consistencia: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Scene S03 from 'El Mapa del Viento'. En un puente antiguo, el mapa señala un desvío seguro en lugar del camino directo. Characters: Nico, Sara. Visual goal: Introducir el primer obstáculo con decisión táctica. Location: Puente viejo. Time: Tarde avanzada. Shot: Plano medio / contrapicado suave. Keep consistency anchors: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","violencia explícita, texto no solicitado, anatomía incorrecta, duplicaciones, desenfoque, iluminación plana, vestuario inconsistente, mapa genérico sin líneas mágicas","Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.",16:9,3303,"“Si el mapa evita algo, mejor escucharlo.”"
H3,El Mapa del Viento,S04,Tormenta en el campo,Complicar la búsqueda y elevar tensión.,Nico | Sara,Campo abierto,Atardecer,Plano general amplio con viento,Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento.,"Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Escena S04 de 'El Mapa del Viento'. Una corriente fuerte borra temporalmente las marcas del mapa en campo abierto. Personajes: Nico, Sara. Objetivo visual: Complicar la búsqueda y elevar tensión. Ubicación: Campo abierto. Momento: Atardecer. Encuadre: Plano general amplio con viento. Mantener anclas de consistencia: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Scene S04 from 'El Mapa del Viento'. Una corriente fuerte borra temporalmente las marcas del mapa en campo abierto. Characters: Nico, Sara. Visual goal: Complicar la búsqueda y elevar tensión. Location: Campo abierto. Time: Atardecer. Shot: Plano general amplio con viento. Keep consistency anchors: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","violencia explícita, texto no solicitado, anatomía incorrecta, duplicaciones, desenfoque, iluminación plana, vestuario inconsistente, mapa genérico sin líneas mágicas","Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.",16:9,3303,Nico: “¡Ahora sí nos perdimos!”
H3,El Mapa del Viento,S05,El patrón oculto,Mostrar la inteligencia de Sara y la cooperación.,Nico | Sara,Refugio improvisado junto a una roca,Atardecer,Plano medio íntimo,Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento.,"Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Escena S05 de 'El Mapa del Viento'. Sara observa el comportamiento del viento y deduce la lógica del dibujo del mapa. Personajes: Nico, Sara. Objetivo visual: Mostrar la inteligencia de Sara y la cooperación. Ubicación: Refugio improvisado junto a una roca. Momento: Atardecer. Encuadre: Plano medio íntimo. Mantener anclas de consistencia: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Scene S05 from 'El Mapa del Viento'. Sara observa el comportamiento del viento y deduce la lógica del dibujo del mapa. Characters: Nico, Sara. Visual goal: Mostrar la inteligencia de Sara y la cooperación. Location: Refugio improvisado junto a una roca. Time: Atardecer. Shot: Plano medio íntimo. Keep consistency anchors: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","violencia explícita, texto no solicitado, anatomía incorrecta, duplicaciones, desenfoque, iluminación plana, vestuario inconsistente, mapa genérico sin líneas mágicas","Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.",16:9,3303,Sara: “No marca lugares; marca direcciones repetidas.”
H3,El Mapa del Viento,S06,La entrada cubierta,Descubrir la meta física de la búsqueda.,Nico | Sara,Entrada de la biblioteca,Última luz,Plano general frontal,Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento.,"Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Escena S06 de 'El Mapa del Viento'. Las pistas los llevan a una puerta oculta entre enredaderas y piedra antigua. Personajes: Nico, Sara. Objetivo visual: Descubrir la meta física de la búsqueda. Ubicación: Entrada de la biblioteca. Momento: Última luz. Encuadre: Plano general frontal. Mantener anclas de consistencia: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Scene S06 from 'El Mapa del Viento'. Las pistas los llevan a una puerta oculta entre enredaderas y piedra antigua. Characters: Nico, Sara. Visual goal: Descubrir la meta física de la búsqueda. Location: Entrada de la biblioteca. Time: Última luz. Shot: Plano general frontal. Keep consistency anchors: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","violencia explícita, texto no solicitado, anatomía incorrecta, duplicaciones, desenfoque, iluminación plana, vestuario inconsistente, mapa genérico sin líneas mágicas","Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.",16:9,3303,“No era una ruina... era una puerta esperando.”
H3,El Mapa del Viento,S07,La biblioteca perdida,Revelar el tesoro y bajar el ritmo con asombro.,Nico | Sara,Interior de la biblioteca,Interior atemporal,Plano general con profundidad,Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento.,"Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Escena S07 de 'El Mapa del Viento'. Dentro, los libros y el polvo dorado crean una atmósfera silenciosa y viva. Personajes: Nico, Sara. Objetivo visual: Revelar el tesoro y bajar el ritmo con asombro. Ubicación: Interior de la biblioteca. Momento: Interior atemporal. Encuadre: Plano general con profundidad. Mantener anclas de consistencia: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Scene S07 from 'El Mapa del Viento'. Dentro, los libros y el polvo dorado crean una atmósfera silenciosa y viva. Characters: Nico, Sara. Visual goal: Revelar el tesoro y bajar el ritmo con asombro. Location: Interior de la biblioteca. Time: Interior atemporal. Shot: Plano general con profundidad. Keep consistency anchors: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","violencia explícita, texto no solicitado, anatomía incorrecta, duplicaciones, desenfoque, iluminación plana, vestuario inconsistente, mapa genérico sin líneas mágicas","Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.",16:9,3303,Nico: “Todo este tiempo... aquí.”
H3,El Mapa del Viento,S08,Un nuevo destino,Cerrar la mini historia y abrir continuidad.,Nico | Sara,Exterior de la biblioteca,Anochecer cálido,Plano general de salida,Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento.,"Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Escena S08 de 'El Mapa del Viento'. Los protagonistas salen con un libro rescatado mientras el viento dibuja una nueva señal en el mapa. Personajes: Nico, Sara. Objetivo visual: Cerrar la mini historia y abrir continuidad. Ubicación: Exterior de la biblioteca. Momento: Anochecer cálido. Encuadre: Plano general de salida. Mantener anclas de consistencia: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","Aventura colorida semi-realista; luz de atardecer; composiciones dinámicas; sensación de viento y movimiento. Scene S08 from 'El Mapa del Viento'. Los protagonistas salen con un libro rescatado mientras el viento dibuja una nueva señal en el mapa. Characters: Nico, Sara. Visual goal: Cerrar la mini historia y abrir continuidad. Location: Exterior de la biblioteca. Time: Anochecer cálido. Shot: Plano general de salida. Keep consistency anchors: Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.","violencia explícita, texto no solicitado, anatomía incorrecta, duplicaciones, desenfoque, iluminación plana, vestuario inconsistente, mapa genérico sin líneas mágicas","Nico: chaqueta marrón clara, mochila verde, brújula. Sara: pañuelo azul petróleo, cuaderno crema. Mapa: pergamino con líneas azul verdoso activadas por el viento.",16:9,3303,Sara: “Creo que esto solo fue el comienzo.”
